39.62903	-79.95974
39.62877	-79.95994
39.62873	-79.95995
39.62842	-79.95992
39.62816	-79.95977
39.62804	-79.95953
39.62774	-79.95891
39.62731	-79.95806
39.62758	-79.95784
39.62764	-79.95778
39.62793	-79.95753
39.62771	-79.95708
39.62763	-79.95691
39.62761	-79.95685
39.62760	-79.95683
39.62760	-79.95680
39.62760	-79.95678
39.62760	-79.95675
39.62761	-79.95673
39.62761	-79.95670
39.62762	-79.95668
39.62763	-79.95665
39.62767	-79.95658
39.62772	-79.95651
39.62790	-79.95629
39.62796	-79.95623
39.62801	-79.95618
39.62838	-79.95588
39.62856	-79.95572
39.62901	-79.95532
39.62934	-79.95505
39.62920	-79.95479
39.62934	-79.95505
39.62981	-79.95463
39.62989	-79.95456
39.63028	-79.95423
39.63043	-79.95411
39.63108	-79.95357
39.63138	-79.95330
39.63146	-79.95323
39.63175	-79.95298
39.63172	-79.95292
39.63169	-79.95286
39.63167	-79.95278
39.63151	-79.95217
39.63149	-79.95209
39.63137	-79.95166
39.63133	-79.95152
39.63131	-79.95141
39.63130	-79.95132
39.63131	-79.95125
39.63132	-79.95118
39.63134	-79.95111
39.63137	-79.95106
39.63143	-79.95098
39.63149	-79.95094
39.63177	-79.95075
39.63183	-79.95071
39.63212	-79.95047
39.63219	-79.95041
39.63232	-79.95029
39.63255	-79.95012
39.63257	-79.95009
39.63261	-79.95005
39.63267	-79.94999
39.63270	-79.94996
39.63273	-79.94992
39.63279	-79.94984
39.63287	-79.94970
39.63295	-79.94956
39.63303	-79.94941
39.63320	-79.94914
39.63343	-79.94882
39.63378	-79.94841
39.63408	-79.94809
39.63425	-79.94793
39.63429	-79.94790
39.63437	-79.94787
39.63460	-79.94782
39.63476	-79.94772
39.63489	-79.94763
39.63500	-79.94754
39.63508	-79.94745
39.63528	-79.94723
39.63559	-79.94684
39.63566	-79.94673
39.63575	-79.94658
39.63585	-79.94643
39.63591	-79.94632
39.63596	-79.94621
39.63599	-79.94614
39.63600	-79.94607
39.63602	-79.94598
39.63602	-79.94585
39.63601	-79.94578
39.63600	-79.94571
39.63598	-79.94562
39.63594	-79.94553
39.63591	-79.94547
39.63586	-79.94538
39.63572	-79.94519
39.63563	-79.94505
39.63552	-79.94493
39.63546	-79.94487
39.63540	-79.94482
39.63529	-79.94477
39.63520	-79.94472
39.63510	-79.94468
39.63490	-79.94460
39.63476	-79.94451
39.63467	-79.94443
39.63437	-79.94404
39.63420	-79.94385
39.63416	-79.94381
39.63414	-79.94379
39.63413	-79.94377
39.63411	-79.94374
39.63409	-79.94370
39.63408	-79.94368
39.63407	-79.94365
39.63406	-79.94358
39.63405	-79.94355
39.63405	-79.94350
39.63405	-79.94346
39.63405	-79.94343
39.63407	-79.94340
39.63414	-79.94332
39.63424	-79.94323
39.63463	-79.94300
39.63518	-79.94274
39.63577	-79.94248
39.63642	-79.94220
39.63689	-79.94190
39.63697	-79.94183
39.63701	-79.94181
39.63709	-79.94172
39.63715	-79.94164
39.63719	-79.94158
39.63725	-79.94149
39.63733	-79.94135
39.63736	-79.94126
39.63737	-79.94124
39.63738	-79.94121
39.63739	-79.94116
39.63740	-79.94112
39.63740	-79.94108
39.63741	-79.94103
39.63741	-79.94092
39.63739	-79.94078
39.63737	-79.94058
39.63733	-79.94031
39.63726	-79.93992
39.63723	-79.93971
39.63723	-79.93961
39.63723	-79.93950
39.63725	-79.93936
39.63729	-79.93918
39.63738	-79.93882
39.63743	-79.93863
39.63750	-79.93844
39.63758	-79.93826
39.63765	-79.93814
39.63774	-79.93799
39.63784	-79.93785
39.63794	-79.93774
39.63824	-79.93742
39.63836	-79.93733
39.63834	-79.93719
39.63836	-79.93733
39.63865	-79.93716
39.63918	-79.93683
39.63937	-79.93669
39.63952	-79.93654
39.63964	-79.93641
39.64040	-79.93552
39.64084	-79.93498
39.64094	-79.93483
39.64103	-79.93467
39.64113	-79.93447
39.64121	-79.93432
39.64137	-79.93399
39.64190	-79.93294
39.64198	-79.93278
39.64209	-79.93256
39.64218	-79.93246
39.64222	-79.93244
39.64232	-79.93238
39.64246	-79.93231
39.64272	-79.93222
39.64271	-79.93218
39.64271	-79.93215
39.64271	-79.93212
39.64272	-79.93209
39.64272	-79.93206
39.64273	-79.93203
39.64274	-79.93201
39.64276	-79.93198
39.64277	-79.93196
39.64279	-79.93194
39.64281	-79.93192
39.64283	-79.93190
39.64285	-79.93189
39.64287	-79.93188
39.64289	-79.93187
39.64292	-79.93186
39.64291	-79.93167
39.64290	-79.93151
39.64290	-79.93132
39.64291	-79.93114
39.64294	-79.93097
39.64297	-79.93076
39.64303	-79.93060
39.64308	-79.93046
39.64312	-79.93035
39.64328	-79.93002
39.64370	-79.92918
39.64414	-79.92828
39.64429	-79.92801
39.64445	-79.92769
39.64468	-79.92727
39.64499	-79.92677
39.64521	-79.92643
39.64566	-79.92578
39.64594	-79.92539
39.64614	-79.92510
39.64638	-79.92479
39.64660	-79.92453
39.64713	-79.92393
39.64753	-79.92347
39.64798	-79.92298
39.64826	-79.92270
39.64844	-79.92250
39.64878	-79.92208
39.64894	-79.92191
39.64903	-79.92181
39.64925	-79.92154
39.64897	-79.92116
39.64925	-79.92154
39.64948	-79.92127
39.64960	-79.92115
39.64971	-79.92107
39.64990	-79.92097
39.65000	-79.92094
39.65007	-79.92093
39.65013	-79.92092
39.65019	-79.92092
39.65025	-79.92093
39.65031	-79.92093
39.65040	-79.92095
39.65046	-79.92097
39.65060	-79.92104
39.65069	-79.92107
39.65078	-79.92110
39.65082	-79.92112
39.65089	-79.92113
39.65093	-79.92113
39.65098	-79.92113
39.65103	-79.92113
39.65109	-79.92112
39.65113	-79.92111
39.65117	-79.92109
39.65121	-79.92108
39.65126	-79.92105
39.65192	-79.92074
39.65209	-79.92064
39.65217	-79.92058
39.65225	-79.92050
39.65233	-79.92039
39.65239	-79.92029
39.65243	-79.92018
39.65246	-79.92000
39.65249	-79.91974
39.65252	-79.91924
39.65253	-79.91912
39.65255	-79.91879
39.65257	-79.91857
39.65261	-79.91839
39.65264	-79.91823
39.65269	-79.91806
39.65276	-79.91782
39.65281	-79.91764
39.65284	-79.91750
39.65288	-79.91724
39.65290	-79.91710
39.65290	-79.91700
39.65290	-79.91694
39.65290	-79.91690
39.65289	-79.91686
39.65289	-79.91683
39.65288	-79.91679
39.65287	-79.91675
39.65287	-79.91671
39.65286	-79.91666
39.65283	-79.91656
39.65280	-79.91642
39.65277	-79.91626
39.65255	-79.91550
39.65235	-79.91495
39.65219	-79.91445
39.65217	-79.91435
39.65217	-79.91429
39.65216	-79.91420
39.65215	-79.91412
39.65216	-79.91405
39.65217	-79.91392
39.65220	-79.91380
39.65223	-79.91374
39.65225	-79.91367
39.65228	-79.91361
39.65229	-79.91360
39.65239	-79.91345
39.65246	-79.91337
39.65248	-79.91335
39.65252	-79.91318
39.65256	-79.91305
39.65257	-79.91296
39.65259	-79.91279
39.65247	-79.91250
39.65237	-79.91230
39.65223	-79.91198
39.65217	-79.91183
39.65188	-79.91110
39.65164	-79.91047
39.65141	-79.90976
39.65122	-79.90913
39.65106	-79.90859
39.65093	-79.90807
39.65069	-79.90701
39.65057	-79.90646
39.65050	-79.90613
39.65046	-79.90599
39.65039	-79.90570
39.65030	-79.90537
39.65020	-79.90505
39.65009	-79.90471
39.64984	-79.90404
39.64954	-79.90331
39.64921	-79.90261
39.64892	-79.90210
39.64866	-79.90166
39.64844	-79.90132
39.64852	-79.90122
39.64871	-79.90104
39.64875	-79.90100
39.64891	-79.90082
39.64896	-79.90077
39.64903	-79.90065
39.64909	-79.90053
39.64914	-79.90042
39.64917	-79.90031
39.64920	-79.90021
39.64922	-79.90012
39.64922	-79.90003
39.64923	-79.89995
39.64923	-79.89988
39.64922	-79.89979
39.64921	-79.89970
39.64919	-79.89960
39.64917	-79.89952
39.64915	-79.89945
39.64912	-79.89936
39.64908	-79.89928
39.64905	-79.89921
39.64896	-79.89906
39.64881	-79.89886
39.64863	-79.89862
39.64848	-79.89841
39.64846	-79.89837
39.64834	-79.89818
39.64830	-79.89809
39.64828	-79.89805
39.64826	-79.89794
39.64824	-79.89779
39.64824	-79.89778
39.64824	-79.89767
39.64824	-79.89759
39.64825	-79.89754
39.64829	-79.89739
39.64833	-79.89729
39.64834	-79.89725
39.64842	-79.89706
39.64865	-79.89663
39.64898	-79.89597
39.64919	-79.89533
39.64941	-79.89447
39.64954	-79.89451
39.64970	-79.89456
39.64987	-79.89462
39.65004	-79.89468
39.65014	-79.89471
39.65020	-79.89473
39.65035	-79.89480
39.65051	-79.89486
39.65066	-79.89493
39.65082	-79.89501
39.65097	-79.89510
39.65113	-79.89518
39.65127	-79.89526
39.65103	-79.89605
39.65076	-79.89713
39.65075	-79.89716
39.65074	-79.89718
39.65072	-79.89720
39.65064	-79.89726
39.65062	-79.89727
39.65061	-79.89727
39.65022	-79.89730
39.65020	-79.89730
39.65018	-79.89730
39.65004	-79.89726
39.65003	-79.89725
39.65001	-79.89724
39.65001	-79.89722
39.64999	-79.89714
39.64950	-79.89692
39.64955	-79.89673
39.64959	-79.89653
39.64964	-79.89633
39.64967	-79.89623
39.64951	-79.89616
39.64935	-79.89610
39.64917	-79.89604
39.64910	-79.89601
39.64898	-79.89597
39.64865	-79.89663
39.64842	-79.89706
39.64834	-79.89725
39.64833	-79.89729
39.64829	-79.89739
39.64825	-79.89754
39.64824	-79.89759
39.64824	-79.89767
39.64824	-79.89778
39.64824	-79.89779
39.64826	-79.89794
39.64828	-79.89805
39.64830	-79.89809
39.64834	-79.89818
39.64846	-79.89837
39.64848	-79.89841
39.64863	-79.89862
39.64881	-79.89886
39.64896	-79.89906
39.64905	-79.89921
39.64908	-79.89928
39.64912	-79.89936
39.64915	-79.89945
39.64917	-79.89952
39.64919	-79.89960
39.64921	-79.89970
39.64922	-79.89979
39.64923	-79.89988
39.64923	-79.89995
39.64922	-79.90003
39.64922	-79.90012
39.64920	-79.90021
39.64917	-79.90031
39.64914	-79.90042
39.64909	-79.90053
39.64903	-79.90065
39.64896	-79.90077
39.64891	-79.90082
39.64871	-79.90104
39.64852	-79.90122
39.64910	-79.90217
39.64952	-79.90300
39.64982	-79.90365
39.65005	-79.90430
39.65027	-79.90491
39.65047	-79.90560
